CONTEC DATA LOGGER
Version,Channels,DeviceName,Resolution,SerialNo,Clock,Time Integer,SamplingStartDate,Number
4480,3,AIO-163202FX-USB,16,CONTEC0000,1000,1491303731000000,2017/04/04 20:02:11'000"000,125000
ChannelName,DeviceCh,Sequence,Range,ScalingEnabled,MaxScale,MinScale,Option
Channel 1,1,0,0,0,10.000000,-10.000000,0
Channel 2,2,1,0,0,10.000000,-10.000000,0
Channel 3,3,2,0,0,10.000000,-10.000000,0
Data
32772,32793,32943
32772,32784,32948
32773,32785,32946
32776,32792,32952
32777,32790,32942
32774,32793,32944
32773,32785,32945
32775,32782,32944
32773,32785,32947
32772,32788,32943
32772,32791,32943
32772,32788,32948
32775,32785,32947
32775,32797,32944
32773,32791,32948
32771,32790,32946
32773,32797,32945
32770,32794,32948
32778,32791,32945
32777,32793,32942
32774,32786,32948
32776,32791,32949
32772,32788,32947
32774,32788,32946
32775,32788,32950
32775,32793,32948
32774,32794,32947
32773,32788,32949
32773,32794,32944
32769,32791,32945
32770,32790,32945
32774,32790,32948
32775,32787,32946
32777,32787,32949
32774,32794,32947
32779,32793,32953
32780,32787,32951
32776,32786,32942
32773,32791,32942
32773,32791,32944
32769,32799,32948
32771,32794,32948
32774,32792,32950
32766,32795,32949
32775,32792,32945
32775,32798,32949
32775,32793,32947
32777,32789,32952
32774,32791,32953
32772,32789,32947
32773,32787,32951
32772,32786,32951
32775,32791,32946
32775,32794,32953
32777,32794,32947
32768,32792,32945
32771,32797,32948
32770,32793,32948
32778,32793,32950
32774,32790,32949
32767,32786,32949
32769,32786,32949
32773,32787,32947
32772,32790,32951
32772,32794,32948
32773,32799,32951
32775,32790,32945
32779,32791,32945
32777,32794,32949
32778,32792,32946
32772,32794,32953
32769,32790,32946
32768,32785,32950
32770,32788,32940
32773,32789,32947
32774,32785,32951
32772,32789,32949
32769,32790,32949
32773,32791,32948
32772,32791,32944
32772,32791,32950
32775,32794,32947
32772,32785,32948
32773,32788,32951
32773,32791,32954
32776,32792,32952
32771,32790,32954
32780,32791,32947
32773,32790,32949
32774,32792,32949
32772,32790,32949
