CONTEC DATA LOGGER
Version,Channels,DeviceName,Resolution,SerialNo,Clock,Time Integer,SamplingStartDate,Number
4480,3,AIO-163202FX-USB,16,CONTEC0000,1000,1491306990000000,2017/04/04 20:56:30'000"000,125000
ChannelName,DeviceCh,Sequence,Range,ScalingEnabled,MaxScale,MinScale,Option
Channel 1,1,0,0,0,10.000000,-10.000000,0
Channel 2,2,1,0,0,10.000000,-10.000000,0
Channel 3,3,2,0,0,10.000000,-10.000000,0
Data
32758,32729,32988
32755,32730,32987
32757,32724,32989
32753,32727,32991
32753,32723,32985
32751,32724,32986
32755,32728,32985
32757,32721,32987
32755,32716,32986
32756,32723,32991
32759,32727,32986
32757,32727,32989
32755,32721,32980
32752,32725,32987
32758,32731,32982
32755,32727,32988
32755,32721,32980
32757,32730,32987
32754,32724,32990
32759,32720,32983
32755,32718,32983
32758,32721,32985
32754,32719,32987
32756,32717,32987
32753,32719,32984
32752,32719,32986
32749,32725,32982
32754,32722,32986
32755,32722,32988
32755,32723,32986
32754,32730,32993
32753,32726,32991
32755,32721,32989
32751,32713,32989
32756,32716,32987
32751,32723,32987
32753,32729,32986
32758,32729,32981
32752,32726,32983
32758,32723,32984
32753,32723,32987
32754,32721,32991
32757,32719,32988
32754,32726,32983
32750,32725,32984
32756,32726,32982
32756,32722,32983
32756,32729,32985
32748,32728,32989
32750,32728,32988
32754,32725,32991
32754,32727,32994
32751,32728,32987
32757,32730,32987
32759,32729,32983
32752,32730,32988
32756,32727,32987
32751,32722,32992
32746,32719,32993
32753,32721,32992
32750,32725,32991
32752,32726,32989
32756,32718,32988
32754,32717,32994
32749,32723,32986
32752,32721,32980
32749,32725,32984
32751,32713,32983
32749,32727,32982
32750,32726,32988
32753,32731,32987
32754,32729,32991
32757,32726,32989
32754,32727,32991
32751,32721,32988
32759,32724,32983
32757,32722,32987
32749,32726,32985
32750,32729,32993
32752,32713,32985
32750,32723,32986
32753,32727,32988
32750,32731,32989
32749,32724,32986
32748,32726,32986
32754,32724,32991
32749,32714,32989
32750,32718,32984
32750,32722,32984
32751,32720,32989
32755,32717,32985
32755,32717,32993
32758,32729,32993
32757,32732,32991
32756,32729,32988
32759,32731,32992
32752,32729,32991
32752,32716,32988
32751,32725,32987
32753,32724,32988
32748,32728,32991
32753,32723,32993
32753,32722,32998
32753,32720,32998
32754,32723,32994
32752,32731,32991
