CONTEC DATA LOGGER
Version,Channels,DeviceName,Resolution,SerialNo,Clock,Time Integer,SamplingStartDate,Number
4480,3,AIO-163202FX-USB,16,CONTEC0000,1000,1491305404000000,2017/04/04 20:30:04'000"000,125000
ChannelName,DeviceCh,Sequence,Range,ScalingEnabled,MaxScale,MinScale,Option
Channel 1,1,0,0,0,10.000000,-10.000000,0
Channel 2,2,1,0,0,10.000000,-10.000000,0
Channel 3,3,2,0,0,10.000000,-10.000000,0
Data
32747,32749,32939
32749,32741,32938
32746,32738,32940
32747,32746,32938
32747,32742,32940
32746,32742,32944
32743,32749,32942
32746,32749,32942
32748,32753,32944
32751,32751,32946
32746,32754,32946
32750,32750,32941
32755,32749,32946
32745,32745,32947
32746,32740,32945
32747,32744,32947
32745,32744,32950
32743,32743,32949
32748,32747,32955
32747,32746,32948
32750,32751,32952
32748,32747,32954
32746,32755,32953
32744,32754,32957
32747,32746,32959
32744,32746,32957
32745,32748,32959
32746,32746,32960
32745,32738,32964
32746,32741,32964
32746,32750,32964
32747,32750,32965
32750,32752,32967
32752,32748,32969
32751,32747,32969
32746,32745,32966
32745,32741,32964
32750,32745,32964
32747,32745,32965
32745,32749,32965
32745,32744,32970
32750,32747,32968
32747,32746,32972
32747,32747,32973
32746,32752,32975
32749,32754,32976
32750,32755,32978
32752,32748,32969
32749,32747,32975
32749,32747,32979
32748,32746,32977
32744,32748,32976
32747,32753,32983
32751,32744,32981
32750,32747,32986
32748,32746,32986
32746,32744,32985
32751,32748,32989
32748,32746,32984
32750,32750,32984
32752,32746,32988
32750,32747,32993
32749,32747,32988
32748,32751,32989
32750,32745,32987
32746,32743,32997
32746,32745,32995
32746,32747,32995
32751,32750,32994
32749,32748,32992
32749,32747,32999
32746,32746,33002
32743,32746,33004
32746,32746,32998
32747,32748,32996
32747,32745,32996
32746,32742,33004
32745,32747,33006
32746,32746,33004
32748,32740,33006
32749,32749,33008
32746,32749,33009
32746,32750,33008
32748,32747,33004
32754,32749,33012
32749,32744,33010
32750,32741,33009
32747,32738,33010
32750,32745,33009
32749,32749,33010
32749,32746,33010
32751,32748,33009
32751,32747,33010
32746,32749,33012
32752,32744,33009
32746,32746,33018
32750,32746,33017
32749,32747,33015
32748,32747,33016
32751,32744,33018
32750,32745,33018
32750,32750,33022
32748,32743,33022
32751,32742,33021
32749,32747,33021
32749,32742,33017
32754,32745,33021
