CONTEC DATA LOGGER
Version,Channels,DeviceName,Resolution,SerialNo,Clock,Time Integer,SamplingStartDate,Number
4480,3,AIO-163202FX-USB,16,CONTEC0000,1000,1491373435000000,2017/04/05 15:23:55'000"000,10000
ChannelName,DeviceCh,Sequence,Range,ScalingEnabled,MaxScale,MinScale,Option
Channel 1,1,0,0,0,10.000000,-10.000000,0
Channel 2,2,1,0,0,10.000000,-10.000000,0
Channel 3,3,2,0,0,10.000000,-10.000000,0
Data
33078,33085,33134
33080,33081,33130
33083,33088,33132
33089,33084,33131
33080,33090,33128
33080,33086,33131
33078,33079,33131
33078,33082,33118
33082,33082,33118
33081,33086,33123
33082,33086,33131
33078,33087,33127
33083,33091,33131
33081,33093,33135
33083,33083,33129
33079,33082,33136
33077,33086,33134
33075,33091,33129
33077,33090,33133
33080,33094,33139
33079,33088,33138
33082,33083,33131
33074,33083,33134
33081,33083,33132
33084,33085,33127
33079,33086,33134
33086,33084,33128
33083,33080,33118
33081,33083,33130
33080,33086,33123
33081,33086,33128
33078,33083,33126
33081,33083,33129
33078,33090,33128
33078,33083,33133
33077,33090,33134
33078,33084,33138
33086,33082,33135
33084,33091,33136
33079,33088,33135
33082,33086,33128
33079,33090,33131
33079,33086,33129
33076,33091,33134
33080,33084,33131
33073,33080,33126
33074,33085,33128
33075,33088,33128
33075,33087,33129
33081,33083,33125
33083,33083,33130
33075,33079,33128
33078,33089,33125
33079,33088,33132
33077,33087,33126
33082,33091,33123
33078,33086,33123
33075,33087,33131
33081,33084,33132
33081,33086,33139
33081,33092,33135
33081,33088,33135
33080,33089,33131
33079,33085,33134
33078,33089,33136
33080,33088,33130
33078,33092,33131
33074,33090,33129
33080,33088,33122
33078,33085,33121
33077,33084,33126
33074,33085,33147
33079,33081,33135
33082,33080,33134
33080,33088,33129
33080,33091,33131
33076,33089,33130
33076,33088,33130
33082,33094,33130
33082,33090,33136
33077,33092,33133
33077,33092,33132
33080,33094,33122
33079,33092,33130
33081,33082,33133
33086,33087,33135
33085,33084,33135
33080,33080,33125
33082,33084,33125
33085,33087,33124
33077,33088,33137
33078,33084,33129
33082,33083,33123
33080,33083,33133
33083,33082,33134
33079,33088,33135
33078,33091,33141
33079,33087,33130
33080,33086,33130
33075,33087,33126
33078,33085,33128
33075,33080,33129
33082,33078,33132
33083,33092,33127
33076,33082,33129
33077,33089,33126
33077,33082,33129
33077,33075,33126
33080,33078,33129
33078,33080,33128
33077,33094,33133
33078,33095,33131
33077,33090,33144
33081,33088,33129
33081,33090,33130
33078,33083,33137
33079,33091,33118
33085,33082,33128
33083,33093,33129
33081,33086,33133
33079,33087,33129
33075,33086,33139
33078,33082,33133
33078,33083,33124
33075,33085,33134
33079,33073,33133
33081,33081,33126
33078,33082,33129
33078,33087,33138
33086,33084,33136
33086,33086,33135
33078,33082,33128
33086,33095,33129
33080,33090,33125
33079,33082,33129
33084,33082,33128
33081,33079,33131
33076,33079,33133
33079,33087,33131
33084,33084,33131
33082,33090,33127
33079,33086,33123
33082,33086,33127
33086,33082,33131
33082,33084,33130
33079,33086,33136
33078,33088,33132
33081,33096,33130
33079,33085,33127
33079,33070,33130
33086,33072,33129
33079,33082,33128
33081,33080,33126
33082,33083,33125
33082,33086,33131
33082,33083,33123
33081,33085,33127
33077,33088,33130
